ID	module	cofactor_id	cofactor_type	ec	name	species	superkingdom
3rbc.FE_N_181	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rbc.FE_O_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rbc.FE_P_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rbc.FE_Q_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rbc.FE_R_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rbc.FE_S_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rbc.FE_T_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rbc.FE_U_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rbc.FE_V_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rbc.FE_W_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rbc.FE_X_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_A_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_B_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_C_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_D_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_E_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_F_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_G_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_H_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_I_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_J_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_K_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_L_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_M_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_N_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_O_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_P_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_Q_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_R_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_S_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_T_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_U_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_V_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_W_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3rgd.FE_X_180	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
3uof.FE_F_202	96	FE	FE	1.16.3.1	bacterioferritin	mycobacteriumtuberculosis	Bacteria
3vva.FE_B_501	96	FE	FE	-.-.-.-	"alternativeoxidase,mitochondrial"	trypanosomabruceibrucei	Eukaryota
3vva.FE_D_501	96	FE	FE	-.-.-.-	"alternativeoxidase,mitochondrial"	trypanosomabruceibrucei	Eukaryota
4isp.FE_A_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4isp.FE_B_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4isp.FE_C_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4isp.FE_C_202	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4isp.FE_D_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4isp.FE_E_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4isp.FE_F_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4isp.FE_G_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4isp.FE_H_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4itw.FE_A_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4itw.FE_B_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4itw.FE_C_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4itw.FE_D_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4itw.FE_E_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4itw.FE_F_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4itw.FE_G_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4itw.FE_H_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4iwj.FE_A_202	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4iwj.FE_B_202	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4iwj.FE_C_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4iwj.FE_D_202	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4iwj.FE_E_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4iwj.FE_F_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4iwj.FE_G_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4iwj.FE_H_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4iwj.FE_H_202	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4ixk.FE_A_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4ixk.FE_B_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4ixk.FE_C_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4ixk.FE_D_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4ixk.FE_E_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4ixk.FE_F_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4ixk.FE_G_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4ixk.FE_H_201	96	FE	FE	-.-.-.-	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4mn9.FE_A_201	96	FE	FE	1.16.3.1	"ferritin,middlesubunit"	ranacatesbeiana	Eukaryota
4oyn.FE_A_203	96	FE	FE	1.16.3.1	ferritinheavychain	homosapiens	Eukaryota
4reu.FE_A_201	96	FE	FE	1.16.3.1	ferritin	escherichiacolistr.k-12substr.mds42	Bacteria
4reu.FE_B_201	96	FE	FE	1.16.3.1	ferritin	escherichiacolistr.k-12substr.mds42	Bacteria
4reu.FE_C_201	96	FE	FE	1.16.3.1	ferritin	escherichiacolistr.k-12substr.mds42	Bacteria
4reu.FE_D_201	96	FE	FE	1.16.3.1	ferritin	escherichiacolistr.k-12substr.mds42	Bacteria
4reu.FE_E_201	96	FE	FE	1.16.3.1	ferritin	escherichiacolistr.k-12substr.mds42	Bacteria
4reu.FE_F_201	96	FE	FE	1.16.3.1	ferritin	escherichiacolistr.k-12substr.mds42	Bacteria
4zkh.FE_A_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkh.FE_B_202	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkh.FE_C_202	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkh.FE_D_202	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkh.FE_E_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkh.FE_F_202	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkh.FE_G_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkh.FE_H_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkh.FE_H_202	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkw.FE_A_202	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkw.FE_B_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkw.FE_B_202	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkw.FE_C_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkw.FE_C_202	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkw.FE_D_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkw.FE_E_202	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkw.FE_F_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkw.FE_F_202	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkw.FE_G_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkw.FE_H_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkx.FE_A_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkx.FE_B_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkx.FE_C_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkx.FE_D_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkx.FE_E_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkx.FE_F_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkx.FE_G_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zkx.FE_H_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zl5.FE_A_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zl5.FE_B_202	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zl5.FE_C_202	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zl5.FE_D_203	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zl5.FE_E_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zl5.FE_F_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zl6.FE_A_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zl6.FE_B_203	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zl6.FE_C_202	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zl6.FE_D_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zl6.FE_E_203	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zl6.FE_F_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zlw.FE_A_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zlw.FE_B_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zlw.FE_B_204	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zlw.FE_C_202	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zlw.FE_D_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zlw.FE_D_203	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zlw.FE_E_203	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zlw.FE_F_202	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zlw.FE_F_205	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zlw.FE_G_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zlw.FE_H_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zmc.FE_A_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zmc.FE_C_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zmc.FE_D_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zmc.FE_E_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zmc.FE_F_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zmc.FE_G_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
4zmc.FE_H_201	96	FE	FE	1.16.3.1	ferritin	pseudo-nitzschiamultiseries	Eukaryota
6b8g.FE_A_201	96	FE	FE	1.16.3.1	ferritinheavychain	homosapiens	Eukaryota
1fz1.FE_A_5001	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fz1.FE_B_5003	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fz3.FE_A_5001	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fz3.FE_B_5003	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fz4.FE_A_5001	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fz4.FE_B_5003	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fz6.FE_A_5001	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fz6.FE_B_5003	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fz7.FE_A_5001	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fz7.FE_B_5003	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fz8.FE_A_5001	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fz8.FE_B_5003	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fz9.FE_A_5001	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fz9.FE_B_5003	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fzh.FE_A_5001	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fzh.FE_B_5003	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fzi.FE_A_5001	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fzi.FE_B_5003	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1mhz.FE_D_801	96	FE	FE	1.14.13.25	methanemonooxygenasehydroxylase	methylosinustrichosporium	Bacteria
1mmo.FE_D_4	96	FE	FE	1.14.13.25	methanemonooxygenasehydrolase(betachain)	methylococcuscapsulatus	Bacteria
1mmo.FE_E_2	96	FE	FE	1.14.13.25	methanemonooxygenasehydrolase(betachain)	methylococcuscapsulatus	Bacteria
1t0q.FE_A_500	96	FE	FE	-.-.-.-	"toluene,o-xylenemonooxygenaseoxygenasesubunit"	pseudomonasstutzeri	Bacteria
1t0r.FE_A_500	96	FE	FE	-.-.-.-	"toluene,o-xylenemonooxygenaseoxygenasesubunit"	pseudomonasstutzeri	Bacteria
1t0s.FE_A_500	96	FE	FE	-.-.-.-	"toluene,o-xylenemonooxygenaseoxygenasesubunit"	pseudomonasstutzeri	Bacteria
1xu3.FE_A_528	96	FE	FE	1.14.13.25	methanemonooxygenasecomponentaalphachain	methylococcuscapsulatus	Bacteria
1xu3.FE_B_528	96	FE	FE	1.14.13.25	methanemonooxygenasecomponentaalphachain	methylococcuscapsulatus	Bacteria
1xu5.FE_A_1174	96	FE	FE	1.14.13.25	methanemonooxygenasecomponentaalphachain	methylococcuscapsulatus	Bacteria
1xu5.FE_B_1170	96	FE	FE	1.14.13.25	methanemonooxygenasecomponentaalphachain	methylococcuscapsulatus	Bacteria
1xvb.FE_A_1171	96	FE	FE	1.14.13.25	methanemonooxygenasecomponentaalphachain	methylococcuscapsulatus	Bacteria
1xvb.FE_B_1173	96	FE	FE	1.14.13.25	methanemonooxygenasecomponentaalphachain	methylococcuscapsulatus	Bacteria
1xvc.FE_A_1330	96	FE	FE	1.14.13.25	methanemonooxygenasecomponentaalphachain	methylococcuscapsulatus	Bacteria
1xvc.FE_B_1327	96	FE	FE	1.14.13.25	methanemonooxygenasecomponentaalphachain	methylococcuscapsulatus	Bacteria
1xvd.FE_A_528	96	FE	FE	1.14.13.25	methanemonooxygenasecomponentaalphachain	methylococcuscapsulatus	Bacteria
1xvd.FE_B_528	96	FE	FE	1.14.13.25	methanemonooxygenasecomponentaalphachain	methylococcuscapsulatus	Bacteria
1xve.FE_A_1171	96	FE	FE	1.14.13.25	methanemonooxygenasecomponentaalphachain	methylococcuscapsulatus	Bacteria
1xve.FE_B_1175	96	FE	FE	1.14.13.25	methanemonooxygenasecomponentaalphachain	methylococcuscapsulatus	Bacteria
1xvf.FE_A_1171	96	FE	FE	1.14.13.25	methanemonooxygenasecomponentaalphachain	methylococcuscapsulatus	Bacteria
1xvf.FE_B_1175	96	FE	FE	1.14.13.25	methanemonooxygenasecomponentaalphachain	methylococcuscapsulatus	Bacteria
1xvg.FE_A_528	96	FE	FE	1.14.13.25	methanemonooxygenasecomponentaalphachain	methylococcuscapsulatus	Bacteria
1xvg.FE_B_528	96	FE	FE	1.14.13.25	methanemonooxygenasecomponentaalphachain	methylococcuscapsulatus	Bacteria
2ani.FE_A_348	96	FE	FE	1.17.4.1	ribonucleoside-diphosphatereductasebetasubunit	chlamydiatrachomatis	Bacteria
2inn.FE_A_513	96	FE	FE	-.-.-.-	phenolhydroxylasecomponentphn	pseudomonasstutzeri	Bacteria
2inn.FE_B_512	96	FE	FE	-.-.-.-	phenolhydroxylasecomponentphn	pseudomonasstutzeri	Bacteria
2rdb.FE_A_499	96	FE	FE	-.-.-.-	"toluene,o-xylenemonooxygenaseoxygenasesubunit;alpha"	pseudomonasstutzeri	Bacteria
2wtl.FE_C_201	96	FE	FE	-.-.-.-	bacterioferritin	mycobacteriumtuberculosis	Bacteria
2wtl.FE_E_201	96	FE	FE	-.-.-.-	bacterioferritin	mycobacteriumtuberculosis	Bacteria
3dhg.FE_A_501	96	FE	FE	-.-.-.-	toluene4-monooxygenasehydroxylasealphasubunit	pseudomonasmendocina	Bacteria
3dhg.FE_D_508	96	FE	FE	-.-.-.-	toluene4-monooxygenasehydroxylasealphasubunit	pseudomonasmendocina	Bacteria
3dhh.FE_A_501	96	FE	FE	-.-.-.-	toluene4-monooxygenasehydroxylasealphasubunit	pseudomonasmendocina	Bacteria
3dhi.FE_A_600	96	FE	FE	-.-.-.-	toluene4-monooxygenasehydroxylasealphasubunit	pseudomonasmendocina	Bacteria
3ge8.FE_A_501	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
3ge8.FE_D_502	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
3i5j.FE_A_501	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
3i63.FE_A_502	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
3n1x.FE_A_499	96	FE	FE	-.-.-.-	tolueneo-xylenemonooxygenasecomponent	pseudomonassp.	Bacteria
3n1y.FE_A_503	96	FE	FE	-.-.-.-	tolueneo-xylenemonooxygenasecomponent	pseudomonassp.	Bacteria
3n1z.FE_A_503	96	FE	FE	-.-.-.-	tolueneo-xylenemonooxygenasecomponent	pseudomonassp.	Bacteria
3n20.FE_A_505	96	FE	FE	-.-.-.-	tolueneo-xylenemonooxygenasecomponent	pseudomonassp.	Bacteria
3q14.FE_A_501	96	FE	FE	1.14.13.-	pentaethyleneglycol	empty	empty
3q2a.FE_A_517	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
3q3m.FE_A_870	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
3q3m.FE_D_509	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
3q3n.FE_A_510	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
3q3o.FE_A_501	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
3ri7.FE_A_494	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
3rmk.FE_A_1	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
3rmk.FE_D_495	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
3rn9.FE_A_500	96	FE	FE	1.14.-.-	tolueneo-xylenemonooxygenasecomponent	pseudomonassp.ox1	Bacteria
3rna.FE_A_500	96	FE	FE	1.14.-.-	tolueneo-xylenemonooxygenasecomponent	pseudomonassp.ox1	Bacteria
3rnb.FE_A_500	96	FE	FE	1.14.-.-	tolueneo-xylenemonooxygenasecomponent	pseudomonassp.ox1	Bacteria
3rnc.FE_A_500	96	FE	FE	1.14.-.-	tolueneo-xylenemonooxygenasecomponent	pseudomonassp.ox1	Bacteria
3rne.FE_A_500	96	FE	FE	1.14.-.-	tolueneo-xylenemonooxygenasecomponent	pseudomonassp.ox1	Bacteria
3rnf.FE_A_500	96	FE	FE	1.14.-.-	tolueneo-xylenemonooxygenasecomponent	pseudomonassp.ox1	Bacteria
3rng.FE_A_499	96	FE	FE	1.14.-.-	tolueneo-xylenemonooxygenasecomponent	pseudomonassp.ox1	Bacteria
3uof.FE_E_303	96	FE	FE	1.16.3.1	bacterioferritin	mycobacteriumtuberculosis	Bacteria
3vv9.FE_B_501	96	FE	FE	-.-.-.-	"alternativeoxidase,mitochondrial"	trypanosomabruceibrucei	Eukaryota
4p1b.FE_A_501	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
4p1b.FE_D_501	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
4p1c.FE_A_501	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
4p1c.FE_D_501	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
5hyh.FE_A_401	96	FE	FE	-.-.-.-	uncharacterizedprotein	streptomycesvenezuelae	Bacteria
5tds.FE_A_501	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
5tds.FE_D_501	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
5tdt.FE_A_505	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
5tdt.FE_D_503	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
5tdu.FE_A_501	96	FE	FE	1.14.13.-	toluene-4-monooxygenasesystemproteina	pseudomonasmendocina	Bacteria
1fz1.FE_A_5002	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fz1.FE_B_5004	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fz3.FE_A_5002	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fz3.FE_B_5004	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fz4.FE_A_5002	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
1fz4.FE_B_5004	96	FE	FE	1.14.13.25	"methanemonooxygenasecomponenta,alphachain"	methylococcuscapsulatus	Bacteria
